,level,level_weeks,reg_weeks,kick_in,mae
11746,2.75,13,125,0.75,10.63149755609803
11747,2.5,42,103,1.0,10.631497587566678
11748,2.25,69,278,1.0,10.631497658806852
11749,2.75,15,280,0.75,10.63149766176362
11750,2.5,27,118,0.75,10.631497707860586
11751,2.5,18,249,0.75,10.63149781744944
11752,2.75,23,123,1.0,10.6314978914892
11753,2.25,54,274,0.75,10.631497922492294
11754,2.0,86,287,1.0,10.631498061351632
11755,2.5,42,265,0.75,10.631498108052575
11756,2.75,14,254,0.75,10.631498156857871
11757,2.75,24,101,1.0,10.631498207617748
11758,2.5,40,108,0.75,10.63149823713828
11759,2.5,12,132,1.0,10.631498249009988
11760,2.25,75,275,1.0,10.631498342529422
11761,2.0,113,275,1.0,10.631498370394128
11762,2.5,29,108,1.0,10.631498503377236
11763,2.5,45,268,0.75,10.631498564911626
11764,2.75,53,105,0.75,10.6314985772153
11765,2.25,12,123,0.75,10.631498617751165
11766,2.5,30,277,0.5,10.631498618808182
11767,2.5,20,276,0.5,10.63149869523638
11768,2.5,17,129,1.0,10.631498773741
11769,2.0,111,274,1.0,10.6314987813542
11770,2.25,10,214,1.0,10.631498791356517
11771,2.5,22,272,1.0,10.63149883934927
11772,2.5,17,109,1.0,10.63149888252182
11773,2.0,60,290,1.0,10.631498889260424
11774,2.25,45,253,1.0,10.631498928019523
11775,2.5,33,289,0.5,10.631498939282634
11776,2.5,44,104,0.75,10.631499029132549
11777,2.25,26,288,1.0,10.6314991189064
11778,2.25,61,279,0.75,10.631499118927891
11779,2.25,11,257,0.75,10.63149915428799
11780,2.25,10,241,1.0,10.631499166986552
11781,2.0,106,283,1.0,10.631499182508302
11782,2.0,115,279,1.0,10.631499564824738
11783,2.25,65,298,0.75,10.63149970342464
11784,2.25,65,262,1.0,10.631499758662905
11785,2.0,109,281,1.0,10.631499793777593
11786,2.0,106,273,1.0,10.63149980209571
11787,2.25,20,203,1.0,10.631499823688005
11788,2.5,14,277,0.5,10.63149994083268
11789,2.0,70,289,1.0,10.631499972411303
11790,2.5,49,281,0.75,10.6315000462916
11791,2.25,28,262,0.75,10.631500055903384
11792,2.0,115,277,1.0,10.63150009910575
11793,2.75,11,101,1.0,10.63150012692169
11794,2.5,29,112,0.75,10.631500221401836
11795,2.75,19,119,0.5,10.631500236129028
11796,2.0,115,278,1.0,10.631500244605908
11797,2.0,65,270,1.0,10.63150037568136
11798,2.0,47,269,1.0,10.631500415613672
11799,2.0,49,291,1.0,10.631500418362863
11800,2.0,14,268,1.0,10.631500428110302
11801,2.25,20,201,1.0,10.631500521069608
11802,2.5,10,292,0.5,10.631500624197598
11803,2.25,24,261,0.75,10.631500637417878
11804,2.5,27,276,0.5,10.631500702614645
11805,2.5,21,250,1.0,10.6315007184097
11806,2.5,31,292,0.5,10.631500774806945
11807,2.75,25,101,1.0,10.63150089591026
11808,2.5,37,101,1.0,10.631500956780044
11809,2.0,103,284,1.0,10.631501024436776
11810,2.5,13,273,0.5,10.631501049476478
11811,2.0,79,288,1.0,10.631501086966743
11812,2.0,97,272,1.0,10.631501111259524
11813,2.5,18,109,1.0,10.631501123027558
11814,2.0,115,276,1.0,10.631501239818022
11815,2.75,42,100,0.75,10.63150125876397
11816,2.25,56,258,1.0,10.631501263065758
11817,2.5,48,275,0.75,10.63150128212677
11818,2.25,19,200,1.0,10.631501306808564
11819,2.5,11,272,0.5,10.631501313925408
11820,2.75,16,202,1.0,10.631501332710002
11821,2.5,37,286,0.5,10.63150135111764
11822,2.5,16,109,1.0,10.63150138237207
11823,2.75,12,108,1.0,10.631501387155083
11824,2.0,99,285,1.0,10.631501505727917
11825,2.25,45,269,0.75,10.631501581508806
11826,2.5,44,105,0.75,10.631501591597743
11827,2.75,25,107,1.0,10.631501760461742
11828,2.75,54,102,0.75,10.631501911682408
11829,2.75,14,128,1.0,10.631502003388048
11830,2.5,40,102,0.75,10.631502181791
11831,2.25,63,294,0.75,10.631502191030226
11832,2.0,113,280,1.0,10.631502243144386
11833,2.25,39,251,1.0,10.631502254202324
11834,2.25,17,117,1.0,10.631502269561414
11835,2.0,83,271,1.0,10.631502270319686
11836,2.25,18,244,1.0,10.63150230923364
11837,2.5,22,275,0.5,10.631502384828462
11838,2.0,94,286,1.0,10.631502392406889
11839,2.75,26,101,1.0,10.631502410254482
11840,2.5,23,275,0.5,10.6315024164298
11841,2.25,21,245,1.0,10.631502470546105
11842,2.0,109,282,1.0,10.631502486048676
11843,2.5,38,283,0.5,10.63150259260316
11844,2.25,30,248,1.0,10.63150272474503
11845,2.5,27,119,0.75,10.631502737824109
11846,2.5,26,114,0.75,10.631502756521485
11847,2.25,63,291,0.75,10.6315028737447
11848,2.5,24,275,0.5,10.631502945954542
11849,2.0,27,292,1.0,10.631503020525
11850,2.25,60,281,1.0,10.631503084519546
11851,2.5,32,278,0.5,10.63150313386289
11852,2.5,31,115,1.0,10.631503240624168
11853,2.0,114,275,1.0,10.631503271445766
11854,2.0,26,292,1.0,10.631503283531476
11855,2.5,23,251,0.75,10.631503454698624
11856,2.0,27,268,1.0,10.631503455734606
11857,2.0,112,274,1.0,10.63150374485511
11858,2.5,20,273,0.5,10.631503747744828
11859,2.0,87,287,1.0,10.631503770417371
11860,2.5,49,279,0.75,10.631503803860648
11861,2.5,21,273,0.5,10.631503804191135
11862,2.5,27,115,0.75,10.631503819315345
11863,2.5,41,263,0.75,10.631504028913731
11864,2.25,198,69,0.5,10.631504044342751
11865,2.25,198,69,0.75,10.631504044342751
11866,2.25,198,69,1.0,10.631504044342751
11867,2.5,14,246,0.75,10.631504045210608
11868,2.0,28,292,1.0,10.631504125144586
11869,2.5,25,275,0.5,10.631504191596507
11870,2.75,28,118,1.0,10.631504203652751
11871,2.5,22,273,0.5,10.631504285993792
11872,2.25,16,192,1.0,10.631504343621623
11873,2.0,61,290,1.0,10.631504349896929
11874,2.0,107,283,1.0,10.631504364099722
11875,2.0,116,279,1.0,10.63150444777708
11876,2.5,38,109,0.75,10.63150444948822
11877,2.25,56,275,0.75,10.631504542320611
11878,2.75,27,101,1.0,10.631504579972477
11879,2.25,11,290,1.0,10.631504609922438
11880,2.5,18,249,1.0,10.631504652170578
11881,2.5,19,276,0.5,10.631504709393704
11882,2.0,110,281,1.0,10.631504868212769
11883,2.0,25,292,1.0,10.631504887934405
11884,2.0,107,273,1.0,10.631504923536074
11885,2.0,116,277,1.0,10.631504946234756
11886,2.0,116,278,1.0,10.631505103792373
11887,2.75,29,100,0.75,10.631505145347669
11888,2.75,32,113,0.75,10.631505157196235
11889,2.25,50,271,0.75,10.631505173347648
11890,2.75,13,108,1.0,10.631505192537992
11891,2.0,71,289,1.0,10.631505400195756
11892,2.5,42,296,0.75,10.631505445579986
11893,2.25,35,265,0.75,10.631505454048892
11894,2.0,29,292,1.0,10.631505561215947
11895,2.0,50,291,1.0,10.63150560462754
11896,2.25,65,288,0.75,10.631505610929318
11897,2.75,30,114,0.75,10.631505616439256
11898,2.5,48,274,0.75,10.631505668701909
11899,2.25,64,282,0.75,10.631505743600854
11900,2.5,22,208,1.0,10.631505751933416
11901,2.5,22,102,0.75,10.631505752573682
11902,2.5,38,299,0.5,10.631505753582635
11903,2.75,30,116,0.75,10.63150579975244
11904,2.25,15,195,1.0,10.631505813419524
11905,2.25,15,243,1.0,10.631505820588965
11906,2.25,77,274,1.0,10.631505832681365
11907,2.25,60,278,0.75,10.631505956135678
11908,2.5,32,290,0.5,10.631505959676838
11909,2.75,29,117,0.75,10.63150598388935
11910,2.0,116,276,1.0,10.63150606911039
11911,2.75,18,273,0.75,10.631506121531014
11912,2.25,18,259,0.75,10.631506276507247
11913,2.0,104,284,1.0,10.63150628467278
11914,2.0,80,288,1.0,10.63150635879421
11915,2.75,37,111,0.75,10.631506369572747
11916,2.75,16,257,0.75,10.631506453668306
11917,2.0,98,272,1.0,10.631506511936164
11918,2.5,21,275,0.5,10.631506517406502
11919,2.25,20,202,1.0,10.631506528194585
11920,2.5,14,273,0.5,10.63150668305141
11921,2.5,10,244,0.75,10.631506683763035
11922,2.75,18,188,1.0,10.631506726274855
11923,2.25,68,266,1.0,10.631506732032657
11924,2.5,37,281,0.5,10.631506765179145
11925,2.25,68,265,1.0,10.631506776598254
11926,2.5,11,278,0.5,10.631506825329122
11927,2.0,66,270,1.0,10.63150684346341
11928,2.0,100,285,1.0,10.631506869349671
11929,2.5,41,102,1.0,10.631506953678011
11930,2.0,48,269,1.0,10.63150695778675
11931,2.25,57,282,1.0,10.631507002395384
11932,2.0,114,280,1.0,10.63150718249822
11933,2.5,23,273,0.5,10.631507204559783
11934,2.0,30,292,1.0,10.631507303257951
11935,2.5,48,273,0.75,10.6315073170552
11936,2.5,19,273,0.5,10.63150732440304
11937,2.75,52,101,0.75,10.631507368112674
11938,2.75,19,268,0.75,10.63150737893125
11939,2.25,17,199,1.0,10.631507380017574
11940,2.5,32,291,0.5,10.63150743499048
11941,2.0,110,282,1.0,10.631507549263878
11942,2.75,28,101,1.0,10.63150766117298
11943,2.25,63,293,0.75,10.63150766180159
11944,2.5,45,267,0.75,10.631507669567908
11945,2.5,26,275,0.5,10.631507686232789
11946,2.5,25,187,1.0,10.63150775726022
11947,2.25,70,268,1.0,10.631507814662845
11948,2.25,10,187,1.0,10.631507838754636
11949,2.0,95,286,1.0,10.63150787582822
11950,2.25,12,212,1.0,10.63150794222508
11951,2.5,46,269,0.75,10.631508087454462
11952,2.0,115,275,1.0,10.631508114206024
11953,2.0,84,271,1.0,10.631508124033106
11954,2.25,65,297,0.75,10.631508199293645
11955,2.5,49,278,0.75,10.631508302692133
11956,2.5,25,268,1.0,10.631508328778994
11957,2.25,33,287,1.0,10.631508331753052
11958,2.5,25,252,1.0,10.631508333315656
11959,2.25,15,120,0.75,10.63150837998376
11960,2.75,47,108,0.75,10.631508427240432
11961,2.0,113,274,1.0,10.631508648550938
11962,2.5,32,293,0.5,10.631508668601011
11963,2.5,29,262,1.0,10.63150868871503
11964,2.25,63,292,0.75,10.631508717878107
11965,2.25,10,238,1.0,10.631508847211954
11966,2.25,64,290,0.75,10.631508954953656
11967,2.5,15,109,1.0,10.631509065520712
11968,2.5,28,276,0.5,10.631509225622946
11969,2.0,117,279,1.0,10.631509272477498
11970,2.25,63,281,0.75,10.631509307954683
11971,2.0,31,292,1.0,10.631509326302004
11972,2.25,12,242,1.0,10.631509381019658
11973,2.0,88,287,1.0,10.631509402951098
11974,2.75,20,119,0.5,10.63150942921779
11975,2.5,22,122,0.75,10.631509463538658
11976,2.0,108,283,1.0,10.631509480218078
11977,2.75,11,108,1.0,10.631509483784574
11978,2.25,64,295,0.75,10.631509489437434
11979,2.25,13,122,0.75,10.631509521358884
11980,2.5,26,113,0.75,10.631509588958126
11981,2.75,51,107,0.75,10.631509604504272
11982,2.25,76,271,1.0,10.631509610315394
11983,2.5,36,259,0.75,10.63150971512817
11984,2.0,117,277,1.0,10.631509736104691
11985,2.5,38,285,0.5,10.631509739458728
11986,2.0,62,290,1.0,10.63150974545356
11987,2.5,37,260,0.75,10.631509777852004
11988,2.5,24,273,0.5,10.631509842188423
11989,2.0,111,281,1.0,10.63150987978952
11990,2.0,117,278,1.0,10.631509905354768
11991,2.5,18,273,0.5,10.6315099689355
11992,2.0,108,273,1.0,10.631509981322456
11993,2.25,43,268,0.75,10.631510051493269
11994,2.25,53,256,1.0,10.631510127769168
11995,2.5,49,283,0.75,10.631510133468254
11996,2.0,28,268,1.0,10.631510156328869
11997,2.75,37,104,1.0,10.631510164657389
11998,2.5,15,273,0.5,10.631510184575191
11999,2.25,19,289,1.0,10.63151020174564
12000,2.5,12,272,0.5,10.631510256212314
12001,2.5,45,103,0.75,10.631510422360238
12002,2.25,74,276,1.0,10.631510448212266
12003,2.5,49,282,0.75,10.631510463292004
12004,2.25,48,254,1.0,10.631510493694137
12005,2.5,49,284,0.75,10.631510524003357
12006,2.25,66,287,0.75,10.631510628459278
12007,2.0,24,292,1.0,10.63151064049897
12008,2.75,29,101,1.0,10.631510642472971
12009,2.5,37,297,0.5,10.631510683313277
12010,2.5,36,287,0.5,10.631510737714754
12011,2.0,72,289,1.0,10.631510753057931
12012,2.25,62,280,0.75,10.63151078648988
12013,2.5,12,247,1.0,10.631510790386589
12014,2.75,31,106,1.0,10.631510823146018
12015,2.0,117,276,1.0,10.631510841537317
12016,2.0,51,291,1.0,10.63151089270093
12017,2.5,20,275,0.5,10.631510970837672
12018,2.5,32,116,1.0,10.631511030908507
12019,2.25,51,272,0.75,10.631511031318349
12020,2.75,18,123,0.75,10.63151104972998
12021,2.25,69,267,1.0,10.631511126976054
12022,2.75,44,109,0.75,10.6315112539244
12023,2.5,42,297,0.75,10.631511395462082
12024,2.5,38,282,0.5,10.631511430152312
12025,2.25,78,273,1.0,10.631511434342308
12026,2.25,63,261,1.0,10.631511468289007
12027,2.0,105,284,1.0,10.631511477408583
12028,2.5,25,198,1.0,10.63151155277777
12029,2.0,81,288,1.0,10.631511555905153
12030,2.0,32,292,1.0,10.631511606235447
12031,2.5,29,261,1.0,10.631511818606713
12032,2.0,99,272,1.0,10.63151184222703
12033,2.5,22,274,0.5,10.6315119546259
12034,2.5,35,279,0.5,10.63151200174958
12035,2.5,17,273,0.5,10.631512040088335
12036,2.25,36,250,1.0,10.631512043188632
12037,2.0,115,280,1.0,10.631512062006072
12038,2.5,36,280,0.5,10.63151207185767
12039,2.75,18,119,0.5,10.631512106757986
12040,2.25,60,260,1.0,10.631512120394245
12041,2.25,66,284,0.75,10.631512124870026
12042,2.0,101,285,1.0,10.631512163096282
12043,2.5,21,274,0.5,10.631512231792556
12044,2.5,16,273,0.5,10.631512246093198
12045,2.5,19,109,1.0,10.631512387584332
12046,2.5,31,277,0.5,10.63151248802901
12047,2.75,10,108,1.0,10.631512524386178
12048,2.25,22,119,1.0,10.631512545886302
12049,2.0,111,282,1.0,10.631512549644253
12050,2.5,13,277,0.5,10.631512584284534
12051,2.5,29,258,1.0,10.631512632887343
12052,2.75,43,100,0.75,10.631512661085017
12053,2.5,35,110,0.75,10.631512749100937
12054,2.5,18,276,0.5,10.631512854587651
12055,2.0,116,275,1.0,10.631512899669351
12056,2.25,68,264,1.0,10.63151290831097
12057,2.5,18,113,1.0,10.631512936667333
12058,2.0,13,268,1.0,10.631513055975866
12059,2.25,55,257,1.0,10.631513070487168
12060,2.25,65,289,0.75,10.631513090570074
12061,2.25,72,277,1.0,10.631513152017336
12062,2.0,67,270,1.0,10.63151321872417
12063,2.0,96,286,1.0,10.631513286779947
12064,2.5,25,273,0.5,10.631513350056633
12065,2.5,26,203,1.0,10.631513356039658
12066,2.5,29,254,0.75,10.631513388152094
12067,2.0,49,269,1.0,10.63151339931924
12068,2.0,114,274,1.0,10.631513493475383
12069,2.25,39,266,0.75,10.631513562620295
12070,2.25,15,104,1.0,10.631513606152575
12071,2.5,17,113,1.0,10.631513653791403
12072,2.25,199,76,0.75,10.631513739155755
12073,2.25,199,76,1.0,10.631513739155755
12074,2.25,199,76,0.5,10.631513739155755
12075,2.5,23,274,0.5,10.631513847884218
12076,2.75,55,104,0.75,10.6315138667264
12077,2.0,85,271,1.0,10.631513896725858
12078,2.5,28,255,1.0,10.631514026688048
12079,2.0,118,279,1.0,10.631514039931623
12080,2.0,33,292,1.0,10.631514120025148
12081,2.5,40,262,0.75,10.631514152406387
12082,2.75,15,278,0.75,10.631514175763702
12083,2.25,72,269,1.0,10.631514178490573
12084,2.5,29,259,1.0,10.631514183118576
12085,2.75,19,269,0.75,10.63151418815352
12086,2.5,20,274,0.5,10.63151430068182
12087,2.5,10,132,0.75,10.63151432218948
12088,2.5,12,245,0.75,10.631514381569437
12089,2.25,66,299,0.75,10.631514441474
12090,2.0,118,277,1.0,10.631514469688994
12091,2.25,45,285,1.0,10.631514476609562
12092,2.0,109,283,1.0,10.631514532061438
12093,2.25,15,194,1.0,10.631514552763894
12094,2.5,19,113,1.0,10.631514602024737
12095,2.0,118,278,1.0,10.63151465027864
12096,2.25,11,103,1.0,10.631514708658392
12097,2.0,112,281,1.0,10.63151482963452
12098,2.5,46,288,0.75,10.631514865326228
12099,2.25,66,283,0.75,10.6315149539611
12100,2.0,89,287,1.0,10.631514960354512
12101,2.0,109,273,1.0,10.63151497658807
12102,2.0,63,290,1.0,10.631515076232075
12103,2.75,10,130,0.75,10.63151511205343
12104,2.5,29,114,1.0,10.631515130336854
12105,2.75,19,101,0.75,10.631515300112271
12106,2.75,30,101,1.0,10.631515314559769
12107,2.5,28,116,0.75,10.631515431762724
12108,2.5,27,275,0.5,10.631515451018382
12109,2.25,53,273,0.75,10.631515538632176
12110,2.0,118,276,1.0,10.631515558060784
12111,2.5,24,274,0.5,10.631515572397545
12112,2.5,14,109,1.0,10.631515605495617
12113,2.25,67,263,1.0,10.63151564189499
12114,2.5,32,256,0.75,10.63151576411806
12115,2.5,10,193,0.75,10.631515764220644
12116,2.5,43,105,1.0,10.63151586109588
12117,2.25,78,272,1.0,10.63151597432251
12118,2.0,73,289,1.0,10.63151603222777
12119,2.5,33,294,0.5,10.631516099618043
12120,2.75,56,103,0.75,10.631516102490766
12121,2.75,19,267,0.75,10.63151611447542
12122,2.25,65,296,0.75,10.63151611692814
12123,2.0,52,291,1.0,10.631516145495665
12124,2.5,41,102,0.75,10.631516173657722
12125,2.5,45,289,0.75,10.631516191725488
12126,2.5,12,281,1.0,10.63151621564937
12127,2.25,68,279,1.0,10.631516320511375
12128,2.5,37,107,1.0,10.631516431295776
12129,2.5,29,257,1.0,10.631516524053607
12130,2.75,11,251,0.75,10.631516599211748
12131,2.0,106,284,1.0,10.631516603896094
12132,2.25,58,259,1.0,10.631516645631622
12133,2.25,74,270,1.0,10.631516658683788
12134,2.0,82,288,1.0,10.631516679740033
12135,2.5,19,275,0.5,10.631516754942677
12136,2.0,29,268,1.0,10.63151680677474
12137,2.5,45,106,0.75,10.63151681785372
12138,2.0,34,292,1.0,10.631516845853222
12139,2.0,116,280,1.0,10.631516882719025
12140,2.5,28,117,0.75,10.631516919093126
12141,2.25,10,237,1.0,10.631516927156865
12142,2.75,35,102,1.0,10.63151703030045
12143,2.0,100,272,1.0,10.631517103432444
12144,2.75,15,127,1.0,10.631517110037652
12145,2.0,23,292,1.0,10.631517250373838
12146,2.5,36,296,0.5,10.63151727505719
12147,2.5,25,274,0.5,10.631517287540278
12148,2.5,16,247,0.75,10.631517293957728
12149,2.75,27,119,0.75,10.631517314108686
12150,2.25,67,285,0.75,10.631517326009066
12151,2.5,39,284,0.5,10.63151735547508
12152,2.5,20,113,1.0,10.631517365167015
12153,2.0,102,285,1.0,10.631517388274723
12154,2.5,35,288,0.5,10.631517439384645
12155,2.0,112,282,1.0,10.631517488319563
12156,2.25,32,263,0.75,10.631517506462858
12157,2.5,10,278,0.5,10.631517561219946
12158,2.25,70,278,1.0,10.631517601982354
12159,2.5,35,295,0.5,10.631517623523829
12160,2.0,117,275,1.0,10.631517628808892
12161,2.5,35,119,1.0,10.631517847999952
12162,2.25,48,270,0.75,10.63151794734242
12163,2.25,51,255,1.0,10.631518041610477
12164,2.25,43,252,1.0,10.63151805774188
12165,2.5,33,278,0.5,10.631518059255088
12166,2.25,65,280,1.0,10.631518078909004
12167,2.25,57,276,0.75,10.631518099914626
12168,2.5,13,213,1.0,10.631518187339482
12169,2.5,48,272,0.75,10.631518206223197
12170,2.0,115,274,1.0,10.631518280639668
12171,2.25,14,121,0.75,10.63151834768835
12172,2.25,76,275,1.0,10.631518371824468
12173,2.25,67,286,0.75,10.631518507499786
12174,2.5,42,293,0.75,10.63151858171543
12175,2.25,15,197,1.0,10.63151860549334
12176,2.0,97,286,1.0,10.63151862661905
12177,2.5,48,286,0.75,10.631518678804673
12178,2.5,26,267,1.0,10.631518715374524
12179,2.0,119,279,1.0,10.631518751122922
12180,2.25,59,277,0.75,10.63151883583631
12181,2.5,32,292,0.5,10.631518972811554
12182,2.5,34,289,0.5,10.631518993902816
12183,2.0,119,277,1.0,10.631519147940178
12184,2.75,14,282,0.75,10.63151914850353
12185,2.5,13,272,0.5,10.631519154451311
12186,2.0,119,278,1.0,10.63151933952814
12187,2.5,20,183,1.0,10.631519401329124
12188,2.25,33,264,0.75,10.631519433389514
12189,2.0,68,270,1.0,10.631519503015284
12190,2.0,110,283,1.0,10.631519520799706
12191,2.75,13,183,1.0,10.631519569314776
12192,2.0,86,271,1.0,10.631519589930033
12193,2.5,29,276,0.5,10.631519680444269
12194,2.0,113,281,1.0,10.631519718848596
12195,2.0,50,269,1.0,10.631519741596197
12196,2.75,37,112,0.75,10.631519747736236
12197,2.5,26,273,0.5,10.631519759588206
12198,2.0,35,292,1.0,10.631519763188708
12199,2.5,23,185,1.0,10.631519791149795
12200,2.25,66,298,0.75,10.631519842054862
12201,2.0,110,273,1.0,10.631519910440783
12202,2.5,27,120,0.75,10.631520093334382
12203,2.0,119,276,1.0,10.63152021962228
12204,2.5,20,123,0.75,10.631520265016375
12205,2.0,64,290,1.0,10.631520342590973
12206,2.5,19,274,0.5,10.631520363044984
12207,2.5,17,276,0.5,10.63152036316712
12208,2.5,49,277,0.75,10.631520411745754
12209,2.0,90,287,1.0,10.63152044399951
12210,2.25,54,283,1.0,10.63152053607127
12211,2.5,19,127,1.0,10.631520568426875
12212,2.75,22,120,0.5,10.631520569174128
12213,2.5,30,111,0.75,10.631520673293783
12214,2.5,45,104,0.75,10.631520716215835
12215,2.5,30,108,1.0,10.631520770209546
12216,2.25,13,119,0.75,10.631520791070312
12217,2.25,25,246,1.0,10.631521014407134
12218,2.25,50,284,1.0,10.631521032438316
12219,2.5,42,298,0.75,10.631521047507803
12220,2.25,46,253,1.0,10.631521146972878
12221,2.25,28,247,1.0,10.631521168266833
12222,2.75,37,105,1.0,10.631521201547814
12223,2.0,74,289,1.0,10.631521238922057
12224,2.5,21,113,1.0,10.631521259427869
12225,2.5,29,260,1.0,10.63152129505305
12226,2.75,17,274,0.75,10.631521351704592
12227,2.5,42,295,0.75,10.631521356424752
12228,2.0,53,291,1.0,10.631521360833675
12229,2.5,12,199,0.75,10.63152143939465
12230,2.25,33,249,1.0,10.631521566302444
12231,2.0,117,280,1.0,10.631521645664495
12232,2.0,107,284,1.0,10.631521665357422
12233,2.25,62,279,0.75,10.63152167763336
12234,2.25,43,267,0.75,10.631521712067288
12235,2.25,66,262,1.0,10.631521789301392
12236,2.75,53,106,0.75,10.63152198897793
12237,2.75,54,105,0.75,10.631521992898744
12238,2.0,83,288,1.0,10.631522120965416
12239,2.75,30,115,0.75,10.631522185116202
12240,2.25,14,258,0.75,10.631522249171931
12241,2.25,64,294,0.75,10.631522289524378
12242,2.0,101,272,1.0,10.63152229682304
12243,2.0,118,275,1.0,10.631522302576975
12244,2.5,38,298,0.5,10.631522316559652
12245,2.0,113,282,1.0,10.631522366393517
12246,2.5,38,101,1.0,10.631522406224192
12247,2.5,21,102,0.75,10.631522414267993
12248,2.25,22,120,1.0,10.631522459740523
12249,2.25,55,274,0.75,10.631522499937825
12250,2.5,44,104,1.0,10.631522502315466
12251,2.25,40,286,1.0,10.631522523442
12252,2.0,103,285,1.0,10.631522546160877
12253,2.75,53,101,0.75,10.631522584846788
12254,2.75,55,102,0.75,10.631522585883094
12255,2.5,26,274,0.5,10.63152262319612
12256,2.75,31,101,1.0,10.631522625068731
12257,2.0,36,292,1.0,10.631522852813031
12258,2.5,10,282,1.0,10.6315228641568
12259,2.5,20,109,1.0,10.631522887696915
12260,2.25,64,291,0.75,10.63152294878246
12261,2.0,116,274,1.0,10.631523011033106
12262,2.5,15,130,1.0,10.63152311242055
12263,2.25,21,260,0.75,10.631523166056867
12264,2.25,57,258,1.0,10.631523232754068
12265,2.0,30,268,1.0,10.631523400332432
12266,2.0,120,279,1.0,10.631523407013262
12267,2.25,16,193,1.0,10.631523591380232
12268,2.5,28,275,0.5,10.631523647202762
12269,2.75,16,124,0.75,10.631523726529132
12270,2.75,18,261,0.75,10.63152373157094
12271,2.0,120,277,1.0,10.63152377179037
12272,2.5,38,286,0.5,10.631523817809368
12273,2.75,14,184,1.0,10.631523886286397
12274,2.0,98,286,1.0,10.631523896670812
12275,2.0,120,278,1.0,10.631523974046576
12276,2.5,10,194,0.75,10.631523989036037
12277,2.5,23,271,1.0,10.631523993627452
12278,2.5,10,274,0.5,10.631524111251004
12279,2.75,20,121,0.5,10.631524252028887
12280,2.75,36,103,1.0,10.631524288305595
12281,2.25,15,190,1.0,10.631524359368072
12282,2.0,111,283,1.0,10.631524447575416
12283,2.0,22,292,1.0,10.631524512439569
12284,2.5,21,273,1.0,10.631524518646746
12285,2.0,114,281,1.0,10.631524548507423
12286,2.5,21,250,0.75,10.631524571021876
12287,2.75,44,100,0.75,10.631524571380874
12288,2.5,18,275,0.5,10.631524605104994
12289,2.5,35,258,0.75,10.63152462904717
12290,2.0,111,273,1.0,10.631524783963764
12291,2.5,12,277,0.5,10.631524811041578
12292,2.0,120,276,1.0,10.63152482714329
12293,2.5,33,290,0.5,10.631524948792428
12294,2.25,61,281,1.0,10.6315249505063
12295,2.25,40,251,1.0,10.63152495879322
12296,2.5,16,248,1.0,10.63152499141743
12297,2.75,26,107,1.0,10.631525026829346
12298,2.5,45,107,0.75,10.631525066024928
12299,2.5,25,196,1.0,10.63152515102663
12300,2.5,39,283,0.5,10.63152516489394
12301,2.0,87,271,1.0,10.631525205144458
12302,2.5,22,113,1.0,10.631525289524042
12303,2.5,34,117,1.0,10.631525328753067
12304,2.25,78,274,1.0,10.631525459908458
12305,2.0,65,290,1.0,10.631525544939954
12306,2.5,18,274,0.5,10.631525601013111
12307,2.0,69,270,1.0,10.63152569787422
12308,2.5,45,105,0.75,10.631525774050544
12309,2.0,91,287,1.0,10.631525855228796
12310,2.25,29,262,0.75,10.631525889262573
12311,2.5,43,103,1.0,10.63152598265786
12312,2.0,51,269,1.0,10.631526017674272
12313,2.0,37,292,1.0,10.631526096812555
12314,2.5,13,181,1.0,10.63152625157063
12315,2.0,118,280,1.0,10.63152635184688
12316,2.5,14,272,0.5,10.631526357572705
12317,2.0,75,289,1.0,10.6315263743438
12318,2.5,16,113,1.0,10.63152645276622
12319,2.5,33,291,0.5,10.631526465221556
12320,2.0,54,291,1.0,10.63152653677809
12321,2.5,27,273,0.5,10.631526562169531
12322,2.25,66,288,0.75,10.631526597108532
12323,2.5,32,277,0.5,10.631526609096076
12324,2.75,21,119,0.5,10.63152664964041
12325,2.0,108,284,1.0,10.63152666298574
12326,2.75,41,110,0.75,10.63152672847653
12327,2.25,25,261,0.75,10.631526769936965
12328,2.25,12,188,1.0,10.63152680304428
12329,2.5,11,274,0.5,10.63152682950395
12330,2.5,16,276,0.5,10.631526854376514
12331,2.0,119,275,1.0,10.631526921905657
12332,2.5,30,112,0.75,10.63152694693736
12333,2.75,14,108,1.0,10.631526959063908
12334,2.25,10,124,0.75,10.631526973383782
12335,2.25,21,121,1.0,10.631527029137056
12336,2.5,47,270,0.75,10.631527058199268
12337,2.0,114,282,1.0,10.631527184944446
12338,2.75,15,122,0.5,10.63152724977109
12339,2.0,102,272,1.0,10.6315274236405
12340,2.75,10,101,1.0,10.631527430659917
12341,2.25,46,269,0.75,10.631527526347616
12342,2.25,65,282,0.75,10.63152754722371
12343,2.5,49,285,0.75,10.631527571433814
12344,2.75,16,276,0.75,10.631527582469952
12345,2.75,15,281,0.75,10.631527620947194
12346,2.0,104,285,1.0,10.63152763800039
12347,2.0,84,288,1.0,10.63152765081334
12348,2.5,33,293,0.5,10.631527653109549
12349,2.25,64,293,0.75,10.631527675648268
12350,2.0,117,274,1.0,10.631527685623649
12351,2.5,44,290,0.75,10.631527783809483
12352,2.25,69,266,1.0,10.631527883200755
